,Unnamed: 0,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,lat,lon,Channel
2634,2634,2635,CA-2016-116750,05/07/2016,10/07/2016,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,4.928,35.0583,-79.008,Online
2635,2635,2636,CA-2016-116750,05/07/2016,10/07/2016,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23,35.0583,-79.008,InStore
2636,2636,2637,CA-2016-162369,15/08/2016,19/08/2016,Standard Class,TT-21265,Tim Taslimi,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,33.9631,-118.3941,InStore
2637,2637,2638,CA-2018-108441,12/06/2018,18/06/2018,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",19.04,40.8011,-73.9371,Online
2638,2638,2639,CA-2018-108441,12/06/2018,18/06/2018,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,13.128,40.8011,-73.9371,Online
2639,2639,2640,CA-2018-108441,12/06/2018,18/06/2018,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.14,40.8011,-73.9371,Online
2640,2640,2641,CA-2018-108441,12/06/2018,18/06/2018,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,858.24,40.8011,-73.9371,InStore
2641,2641,2642,CA-2016-169740,20/02/2016,25/02/2016,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Hot Springs,Arkansas,71901,South,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,29.99,34.5268,-92.9587,Online
2642,2642,2643,CA-2017-124051,29/12/2017,30/12/2017,First Class,KA-16525,Kelly Andreada,Consumer,United States,Aurora,Illinois,60505,Central,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,186.048,41.7582,-88.2971,Online
2643,2643,2644,CA-2017-149111,17/04/2017,21/04/2017,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10003092,Technology,Phones,Motorola L804,36.792,35.8334,-78.5799,Online
2644,2644,2645,CA-2017-149111,17/04/2017,21/04/2017,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",18.624,35.8334,-78.5799,InStore
2645,2645,2646,CA-2015-131002,07/09/2015,12/09/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69,36.0467,-95.8841,Online
2646,2646,2647,CA-2015-131002,07/09/2015,12/09/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",42.81,36.0467,-95.8841,Online
2647,2647,2648,CA-2015-131002,07/09/2015,12/09/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,12.96,36.0467,-95.8841,InStore
2648,2648,2649,CA-2015-131002,07/09/2015,12/09/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,36.0467,-95.8841,Online
2649,2649,2650,CA-2015-131002,07/09/2015,12/09/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,36.0467,-95.8841,InStore
2650,2650,2651,US-2017-146794,26/09/2017,01/10/2017,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Hesperia,California,92345,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,424.9575,34.4222,-117.3025,InStore
2651,2651,2652,CA-2018-112515,17/09/2018,21/09/2018,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,10.776,40.2607,-111.6549,InStore
2652,2652,2653,CA-2018-112515,17/09/2018,21/09/2018,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.784,40.2607,-111.6549,InStore
2653,2653,2654,CA-2018-112515,17/09/2018,21/09/2018,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,164.88,40.2607,-111.6549,InStore
2654,2654,2655,CA-2018-112515,17/09/2018,21/09/2018,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,FUR-BO-10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94,40.2607,-111.6549,Online
2655,2655,2656,CA-2018-112515,17/09/2018,21/09/2018,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,40.2607,-111.6549,InStore
2656,2656,2657,CA-2018-112515,17/09/2018,21/09/2018,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74,40.2607,-111.6549,Online
2657,2657,2658,CA-2018-112515,17/09/2018,21/09/2018,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-LA-10001175,Office Supplies,Labels,Avery 514,14.4,40.2607,-111.6549,InStore
2658,2658,2659,CA-2017-150343,16/08/2017,20/08/2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94110,West,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,37.7509,-122.4153,InStore
2659,2659,2660,CA-2016-135538,24/12/2016,28/12/2016,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Gilbert,Arizona,85234,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,883.84,33.3527,-111.7809,InStore
2660,2660,2661,CA-2018-123372,28/11/2018,02/12/2018,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,1979.89,40.8011,-73.9371,InStore
2661,2661,2662,CA-2018-123372,28/11/2018,02/12/2018,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96,40.8011,-73.9371,Online
2662,2662,2663,CA-2018-159604,14/04/2018,15/04/2018,First Class,CL-12700,Craig Leslie,Home Office,United States,Springfield,Missouri,65807,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,8.76,37.1668,-93.3085,Online
2663,2663,2664,CA-2017-164784,01/05/2017,04/05/2017,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,3.984,35.0425,-90.0732,InStore
2664,2664,2665,CA-2017-164784,01/05/2017,04/05/2017,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,370.62,35.0425,-90.0732,Online
2665,2665,2666,CA-2017-164784,01/05/2017,04/05/2017,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742,35.0425,-90.0732,Online
2666,2666,2667,CA-2017-111794,01/10/2017,01/10/2017,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512,35.1663,-101.8868,InStore
2667,2667,2668,CA-2017-111794,01/10/2017,01/10/2017,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,28.352,35.1663,-101.8868,Online
2668,2668,2669,US-2016-139759,25/08/2016,30/08/2016,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",40.784,33.9631,-118.3941,InStore
2669,2669,2670,US-2016-139759,25/08/2016,30/08/2016,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,105.96,33.9631,-118.3941,InStore
2670,2670,2671,CA-2015-126403,09/09/2015,12/09/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44,42.6344,-71.2983,Online
2671,2671,2672,CA-2015-126403,09/09/2015,12/09/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,785.88,42.6344,-71.2983,Online
2672,2672,2673,CA-2015-126403,09/09/2015,12/09/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,26.2,42.6344,-71.2983,Online
2673,2673,2674,CA-2015-126403,09/09/2015,12/09/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,42.6344,-71.2983,Online
2674,2674,2675,CA-2018-136875,03/12/2018,03/12/2018,Same Day,TC-21295,Toby Carlisle,Consumer,United States,San Diego,California,92024,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,166.44,33.0535,-117.2689,InStore
2675,2675,2676,CA-2018-132185,27/11/2018,02/12/2018,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,8.76,35.5808,-82.6078,Online
2676,2676,2677,CA-2018-132185,27/11/2018,02/12/2018,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,43.584,35.5808,-82.6078,Online
2677,2677,2678,US-2015-160780,21/06/2015,21/06/2015,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001,West,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088,38.2879,-104.5848,InStore
2678,2678,2679,US-2015-160780,21/06/2015,21/06/2015,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001,West,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",25.164,38.2879,-104.5848,Online
2679,2679,2680,CA-2018-127026,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,14.4,42.2545,-84.3875,Online
2680,2680,2681,CA-2018-127026,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,42.2545,-84.3875,Online
2681,2681,2682,CA-2018-127026,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",89.52,42.2545,-84.3875,Online
2682,2682,2683,CA-2018-127026,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,TEC-MA-10002981,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973,42.2545,-84.3875,Online
2683,2683,2684,CA-2018-127026,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99,42.2545,-84.3875,Online
2684,2684,2685,CA-2018-137085,29/06/2018,06/07/2018,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,312.552,34.0762,-118.3029,Online
2685,2685,2686,CA-2017-133123,06/09/2017,11/09/2017,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952,35.8713,-80.0913,InStore
2686,2686,2687,CA-2017-133123,06/09/2017,11/09/2017,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.204,35.8713,-80.0913,Online
2687,2687,2688,US-2017-128195,04/08/2017,05/08/2017,First Class,RA-19285,Ralph Arnett,Consumer,United States,Peoria,Illinois,61604,Central,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,3.98,40.7111,-89.6324,Online
2688,2688,2689,CA-2016-153220,12/11/2016,14/11/2016,First Class,YC-21895,Yoseph Carroll,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7,34.0818,-118.1753,Online
2689,2689,2690,CA-2015-123064,30/06/2015,02/07/2015,First Class,RA-19915,Russell Applegate,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,5.248,41.8196,-87.6126,Online
2690,2690,2691,CA-2018-156412,04/12/2018,08/12/2018,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,5.346,39.9925,-75.1133,Online
2691,2691,2692,US-2017-144211,28/08/2017,02/09/2017,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,80112,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,39.5805,-104.9011,Online
2692,2692,2693,US-2017-144211,28/08/2017,02/09/2017,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,80112,West,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,39.5805,-104.9011,InStore
2693,2693,2694,CA-2017-138079,22/01/2017,28/01/2017,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Seattle,Washington,98115,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",109.9,47.6849,-122.2968,Online
2694,2694,2695,CA-2015-143182,15/10/2015,20/10/2015,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Hialeah,Florida,33012,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.384,25.8654,-80.3059,Online
2695,2695,2696,CA-2017-161662,07/02/2017,09/02/2017,First Class,BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio,43130,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,30.352,39.7187,-82.6031,Online
2696,2696,2697,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,TEC-MA-10003626,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,821.3,30.2787,-81.5831,InStore
2697,2697,2698,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,TEC-MA-10002412,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,30.2787,-81.5831,InStore
2698,2698,2699,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,21.376,30.2787,-81.5831,Online
2699,2699,2700,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,30.2787,-81.5831,Online
2700,2700,2701,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",30.768,30.2787,-81.5831,Online
2701,2701,2702,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,18.936,30.2787,-81.5831,InStore
2702,2702,2703,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",122.352,30.2787,-81.5831,Online
2703,2703,2704,CA-2015-143413,24/05/2015,30/05/2015,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,116.28,39.3446,-76.6794,InStore
2704,2704,2705,CA-2018-156818,11/07/2018,13/07/2018,Second Class,JD-16015,Joy Daniels,Consumer,United States,New York City,New York,10009,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,132.6,40.7262,-73.9796,Online
2705,2705,2706,CA-2018-155873,16/06/2018,21/06/2018,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,16.68,32.4119,-104.2395,Online
2706,2706,2707,CA-2018-155873,16/06/2018,21/06/2018,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220,West,OFF-PA-10001246,Office Supplies,Paper,Xerox 215,19.44,32.4119,-104.2395,Online
2707,2707,2708,CA-2018-155873,16/06/2018,21/06/2018,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220,West,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,192.16,32.4119,-104.2395,InStore
2708,2708,2709,CA-2016-121797,30/01/2016,06/02/2016,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",227.36,34.066,-118.474,InStore
2709,2709,2710,CA-2016-121797,30/01/2016,06/02/2016,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,34.066,-118.474,Online
2710,2710,2711,US-2016-120572,11/12/2016,15/12/2016,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,12.828,30.2787,-81.5831,InStore
2711,2711,2712,CA-2018-132430,09/10/2018,11/10/2018,First Class,CP-12085,Cathy Prescott,Corporate,United States,Lakewood,Ohio,44107,East,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,45.888,41.4847,-81.8018,Online
2712,2712,2713,CA-2018-146031,29/07/2018,01/08/2018,Second Class,GM-14440,Gary McGarr,Consumer,United States,Troy,New York,12180,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,60.12,42.7287,-73.6683,Online
2713,2713,2714,CA-2015-110100,25/04/2015,29/04/2015,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Wilmington,North Carolina,28403,South,TEC-PH-10004531,Technology,Phones,AT&T CL2909,302.376,34.2237,-77.8862,Online
2714,2714,2715,CA-2016-103723,01/12/2016,06/12/2016,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,13.9,47.6633,-122.3022,Online
2715,2715,2716,CA-2015-127187,04/12/2015,08/12/2015,Standard Class,CP-12085,Cathy Prescott,Corporate,United States,New York City,New York,10024,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,40.7864,-73.9764,InStore
2716,2716,2717,CA-2018-128475,26/08/2018,01/09/2018,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,31907,South,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,32.4779,-84.898,InStore
2717,2717,2718,CA-2015-100006,07/09/2015,13/09/2015,Standard Class,DK-13375,Dennis Kane,Consumer,United States,New York City,New York,10024,East,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT,377.97,40.7864,-73.9764,Online
2718,2718,2719,CA-2018-144827,21/12/2018,27/12/2018,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Costa Mesa,California,92627,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",124.36,33.6483,-117.9155,Online
2719,2719,2720,CA-2015-110030,06/12/2015,08/12/2015,Second Class,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,77095,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,29.8941,-95.6481,InStore
2720,2720,2721,CA-2015-121286,04/11/2015,08/11/2015,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511,South,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,35.7641,-78.7786,Online
2721,2721,2722,CA-2015-121286,04/11/2015,08/11/2015,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,35.7641,-78.7786,InStore
2722,2722,2723,CA-2017-164735,14/04/2017,19/04/2017,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Alexandria,Virginia,22304,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,81.2,38.8149,-77.121,Online
2723,2723,2724,CA-2015-153479,04/10/2015,08/10/2015,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,14.45,38.0985,-122.2124,Online
2724,2724,2725,CA-2015-153479,04/10/2015,08/10/2015,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.648,38.0985,-122.2124,Online
2725,2725,2726,CA-2018-149888,07/11/2018,13/11/2018,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,359.97,40.0343,-75.1213,Online
2726,2726,2727,CA-2018-149888,07/11/2018,13/11/2018,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,350.352,40.0343,-75.1213,Online
2727,2727,2728,CA-2018-119193,22/12/2018,24/12/2018,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,1.641,41.6492,-83.6706,InStore
2728,2728,2729,CA-2018-119193,22/12/2018,24/12/2018,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615,East,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,629.958,41.6492,-83.6706,Online
2729,2729,2730,CA-2018-104801,13/02/2018,19/02/2018,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,6.63,47.6633,-122.3022,InStore
2730,2730,2731,CA-2018-104801,13/02/2018,19/02/2018,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,799.96,47.6633,-122.3022,Online
2731,2731,2732,CA-2018-104801,13/02/2018,19/02/2018,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53,47.6633,-122.3022,Online
2732,2732,2733,CA-2015-107594,02/07/2015,06/07/2015,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060,East,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,40.6152,-74.415,InStore
2733,2733,2734,CA-2015-107594,02/07/2015,06/07/2015,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58,40.6152,-74.415,InStore
2734,2734,2735,CA-2016-129770,21/02/2016,23/02/2016,Second Class,JE-15715,Joe Elijah,Consumer,United States,Las Cruces,New Mexico,88001,West,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,49.12,32.2901,-106.7539,Online
2735,2735,2736,CA-2016-115798,13/11/2016,19/11/2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,377.97,39.7011,-75.7375,Online
